"","facility_id","facility_name","address","citytown","state","zip_code","countyparish","telephone_number","measure_id","measure_name","score","sample","footnote","start_date","end_date"
"326","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(602) 797-7700","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"327","030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ","85120","PINAL","(480) 733-3300","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"328","030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ","85120","PINAL","(480) 733-3300","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"329","030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ","85120","PINAL","(480) 733-3300","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"330","030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ","85120","PINAL","(480) 733-3300","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"331","030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ","85120","PINAL","(480) 733-3300","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"332","030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ","85120","PINAL","(480) 733-3300","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"333","030136","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE","LAVEEN","AZ","85339","MARICOPA","(623) 584-5100","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"334","030136","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE","LAVEEN","AZ","85339","MARICOPA","(623) 584-5100","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"335","030136","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE","LAVEEN","AZ","85339","MARICOPA","(623) 584-5100","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"336","030136","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE","LAVEEN","AZ","85339","MARICOPA","(623) 584-5100","ePC_02","Cesarean Birth","Not Available","Not Available","7","01/01/2023","12/31/2023"
"337","030136","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE","LAVEEN","AZ","85339","MARICOPA","(623) 584-5100","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"338","030136","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","7171 SOUTH 51ST AVENUE","LAVEEN","AZ","85339","MARICOPA","(623) 584-5100","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"339","030138","WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ","85338","MARICOPA","(623) 207-3000","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"340","030138","WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ","85338","MARICOPA","(623) 207-3000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"341","030138","WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ","85338","MARICOPA","(623) 207-3000","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"342","030138","WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ","85338","MARICOPA","(623) 207-3000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"343","030138","WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ","85338","MARICOPA","(623) 207-3000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"344","030138","WESTERN REGIONAL MEDICAL CENTER","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ","85338","MARICOPA","(623) 207-3000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"345","030139","DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD","MESA","AZ","85212","MARICOPA","(480) 410-4500","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"346","030139","DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD","MESA","AZ","85212","MARICOPA","(480) 410-4500","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"347","030139","DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD","MESA","AZ","85212","MARICOPA","(480) 410-4500","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"348","030139","DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD","MESA","AZ","85212","MARICOPA","(480) 410-4500","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"349","030139","DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD","MESA","AZ","85212","MARICOPA","(480) 410-4500","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"350","030139","DIGNITY HEALTH ARIZONA GENERAL HOSPITAL","9130 EAST ELLIOT ROAD","MESA","AZ","85212","MARICOPA","(480) 410-4500","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"351","030146","HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE","PHOENIX","AZ","85085","MARICOPA","(480) 882-4327","PC_01","Elective Delivery","5","86","","01/01/2023","12/31/2023"
"352","030146","HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE","PHOENIX","AZ","85085","MARICOPA","(480) 882-4327","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"353","030146","HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE","PHOENIX","AZ","85085","MARICOPA","(480) 882-4327","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"354","030146","HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE","PHOENIX","AZ","85085","MARICOPA","(480) 882-4327","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"355","030146","HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE","PHOENIX","AZ","85085","MARICOPA","(480) 882-4327","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"356","030146","HONORHEALTH SONORAN CROSSING MEDICAL CENTER","33400 NORTH 32ND AVENUE","PHOENIX","AZ","85085","MARICOPA","(480) 882-4327","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"357","030147","BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD","CHANDLER","AZ","85286","MARICOPA","(480) 256-7000","PC_01","Elective Delivery","0","22","2","01/01/2023","12/31/2023"
"358","030147","BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD","CHANDLER","AZ","85286","MARICOPA","(480) 256-7000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"359","030147","BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD","CHANDLER","AZ","85286","MARICOPA","(480) 256-7000","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"360","030147","BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD","CHANDLER","AZ","85286","MARICOPA","(480) 256-7000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"361","030147","BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD","CHANDLER","AZ","85286","MARICOPA","(480) 256-7000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"362","030147","BANNER OCOTILLO MEDICAL CENTER","1405 SOUTH ALMA SCHOOL ROAD","CHANDLER","AZ","85286","MARICOPA","(480) 256-7000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"363","030148","NORTHWEST MEDICAL CENTER SAHUARITA","16260 SOUTH RANCHO SAHUARITA BOULEVARD","SAHUARITA","AZ","85629","PIMA","(520) 416-7100","PC_01","Elective Delivery","Not Available","Not Available","1, 2","01/01/2023","12/31/2023"
"364","030148","NORTHWEST MEDICAL CENTER SAHUARITA","16260 SOUTH RANCHO SAHUARITA BOULEVARD","SAHUARITA","AZ","85629","PIMA","(520) 416-7100","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"365","030148","NORTHWEST MEDICAL CENTER SAHUARITA","16260 SOUTH RANCHO SAHUARITA BOULEVARD","SAHUARITA","AZ","85629","PIMA","(520) 416-7100","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"366","030148","NORTHWEST MEDICAL CENTER SAHUARITA","16260 SOUTH RANCHO SAHUARITA BOULEVARD","SAHUARITA","AZ","85629","PIMA","(520) 416-7100","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"367","030148","NORTHWEST MEDICAL CENTER SAHUARITA","16260 SOUTH RANCHO SAHUARITA BOULEVARD","SAHUARITA","AZ","85629","PIMA","(520) 416-7100","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"368","030148","NORTHWEST MEDICAL CENTER SAHUARITA","16260 SOUTH RANCHO SAHUARITA BOULEVARD","SAHUARITA","AZ","85629","PIMA","(520) 416-7100","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"369","030152","EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA","19060 NORTH JOHN WAYNE PARKWAY","MARICOPA","AZ","85139","PINAL","(910) 988-9080","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"370","030152","EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA","19060 NORTH JOHN WAYNE PARKWAY","MARICOPA","AZ","85139","PINAL","(910) 988-9080","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"371","030152","EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA","19060 NORTH JOHN WAYNE PARKWAY","MARICOPA","AZ","85139","PINAL","(910) 988-9080","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"372","030152","EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA","19060 NORTH JOHN WAYNE PARKWAY","MARICOPA","AZ","85139","PINAL","(910) 988-9080","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"373","030152","EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA","19060 NORTH JOHN WAYNE PARKWAY","MARICOPA","AZ","85139","PINAL","(910) 988-9080","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"374","030152","EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA","19060 NORTH JOHN WAYNE PARKWAY","MARICOPA","AZ","85139","PINAL","(910) 988-9080","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"375","030153","EAST VALLEY ER & HOSPITAL","5656 SOUTH POWER RD","GILBERT","AZ","85295","MARICOPA","(713) 660-0557","PC_01","Elective Delivery","Not Available","Not Available","3, 7","01/01/2023","12/31/2023"
"376","030153","EAST VALLEY ER & HOSPITAL","5656 SOUTH POWER RD","GILBERT","AZ","85295","MARICOPA","(713) 660-0557","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"377","030153","EAST VALLEY ER & HOSPITAL","5656 SOUTH POWER RD","GILBERT","AZ","85295","MARICOPA","(713) 660-0557","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"378","030153","EAST VALLEY ER & HOSPITAL","5656 SOUTH POWER RD","GILBERT","AZ","85295","MARICOPA","(713) 660-0557","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"379","030153","EAST VALLEY ER & HOSPITAL","5656 SOUTH POWER RD","GILBERT","AZ","85295","MARICOPA","(713) 660-0557","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"380","030153","EAST VALLEY ER & HOSPITAL","5656 SOUTH POWER RD","GILBERT","AZ","85295","MARICOPA","(713) 660-0557","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"381","030154","EXCEPTIONAL COMMUNITY HOSPITAL YUMA","2648 SOUTH ARABY RD","YUMA","AZ","85365","YUMA","(469) 341-7800","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"382","030154","EXCEPTIONAL COMMUNITY HOSPITAL YUMA","2648 SOUTH ARABY RD","YUMA","AZ","85365","YUMA","(469) 341-7800","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"383","030154","EXCEPTIONAL COMMUNITY HOSPITAL YUMA","2648 SOUTH ARABY RD","YUMA","AZ","85365","YUMA","(469) 341-7800","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"384","030154","EXCEPTIONAL COMMUNITY HOSPITAL YUMA","2648 SOUTH ARABY RD","YUMA","AZ","85365","YUMA","(469) 341-7800","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"385","030154","EXCEPTIONAL COMMUNITY HOSPITAL YUMA","2648 SOUTH ARABY RD","YUMA","AZ","85365","YUMA","(469) 341-7800","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"386","030154","EXCEPTIONAL COMMUNITY HOSPITAL YUMA","2648 SOUTH ARABY RD","YUMA","AZ","85365","YUMA","(469) 341-7800","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"387","031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ","85390","MARICOPA","(928) 684-5421","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"388","031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ","85390","MARICOPA","(928) 684-5421","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"389","031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ","85390","MARICOPA","(928) 684-5421","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"390","031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ","85390","MARICOPA","(928) 684-5421","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"391","031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ","85390","MARICOPA","(928) 684-5421","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"392","031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ","85390","MARICOPA","(928) 684-5421","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"393","031301","BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE","BENSON","AZ","85602","COCHISE","(520) 586-2261","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"394","031301","BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE","BENSON","AZ","85602","COCHISE","(520) 586-2261","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"395","031301","BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE","BENSON","AZ","85602","COCHISE","(520) 586-2261","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"396","031301","BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE","BENSON","AZ","85602","COCHISE","(520) 586-2261","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"397","031301","BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE","BENSON","AZ","85602","COCHISE","(520) 586-2261","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"398","031301","BENSON HOSPITAL","450 SOUTH OCOTILLO AVENUE","BENSON","AZ","85602","COCHISE","(520) 586-2261","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"399","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX","AZ","85643","COCHISE","(520) 384-3541","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"400","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX","AZ","85643","COCHISE","(520) 384-3541","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"401","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX","AZ","85643","COCHISE","(520) 384-3541","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"402","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX","AZ","85643","COCHISE","(520) 384-3541","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"403","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX","AZ","85643","COCHISE","(520) 384-3541","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"404","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX","AZ","85643","COCHISE","(520) 384-3541","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"405","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ","86040","COCONINO","(928) 645-2424","PC_01","Elective Delivery","0","11","","01/01/2023","12/31/2023"
"406","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ","86040","COCONINO","(928) 645-2424","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"407","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ","86040","COCONINO","(928) 645-2424","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"408","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ","86040","COCONINO","(928) 645-2424","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"409","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ","86040","COCONINO","(928) 645-2424","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"410","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ","86040","COCONINO","(928) 645-2424","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"411","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"412","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","PC_05","Exclusive Breast Milk Feeding","","0","","01/01/2023","12/31/2023"
"413","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","PC_05","Exclusive Breast Milk Feeding","Not Available","","5","01/01/2023","12/31/2023"
"414","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"415","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"416","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"417","031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ","86042","NAVAJO","(928) 737-6000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"418","031307","PARKER INDIAN HEALTH CENTER","12033 AGENCY ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-2137","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"419","031307","PARKER INDIAN HEALTH CENTER","12033 AGENCY ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-2137","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"420","031308","HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD","SACATON","AZ","85147","PINAL","(520) 562-3321","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"421","031308","HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD","SACATON","AZ","85147","PINAL","(520) 562-3321","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"422","031308","HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD","SACATON","AZ","85147","PINAL","(520) 562-3321","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"423","031308","HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD","SACATON","AZ","85147","PINAL","(520) 562-3321","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"424","031308","HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD","SACATON","AZ","85147","PINAL","(520) 562-3321","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"425","031308","HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD","SACATON","AZ","85147","PINAL","(520) 562-3321","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"426","031309","SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH","GANADO","AZ","86505","APACHE","(928) 755-4500","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"427","031309","SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH","GANADO","AZ","86505","APACHE","(928) 755-4500","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"428","031309","SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH","GANADO","AZ","86505","APACHE","(928) 755-4500","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"429","031309","SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH","GANADO","AZ","86505","APACHE","(928) 755-4500","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"430","031309","SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH","GANADO","AZ","86505","APACHE","(928) 755-4500","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"431","031309","SAGE MEMORIAL HOSPITAL","HIGHWAY 264 WEST AND 191 SOUTH","GANADO","AZ","86505","APACHE","(928) 755-4500","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"432","031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","WINSLOW","AZ","86047","NAVAJO","(928) 289-4691","PC_01","Elective Delivery","28","18","","01/01/2023","12/31/2023"
"433","031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","WINSLOW","AZ","86047","NAVAJO","(928) 289-4691","PC_05","Exclusive Breast Milk Feeding","59","116","","01/01/2023","12/31/2023"
